gene_id	chrom	start	end	number_of_cds	gene_name	name_alias
FBgn0024491	3R	16186156	16189564	5	Bin1	FBgn0038406;FBgn0047185;150001_at;SAP18;sap18;dSAP18;dSap18;bin1/dSAP18;Sin3A-associated polypeptide p18;bin1;CG6046;BcDNA:RE02417;SIN3-associated polypeptide 18;dsap18;Bin 1
FBgn0086370	3R	16186999	16197584	1	sra	FBgn0020250;FBgn0010860;FBgn0026629;FBgn0046492;FBgn0061526;sarah;nebula;sara;nla;CG6072;89B11;89B;anon-WO0172774.10;anon-WO0118547.92;lethal (3) 05203;l(3)05203;Sarah;Sra
FBgn0038407	3R	16198000	16203083	3	CG6126	CT19169
FBgn0051287	3R	16203371	16204961	6	CG31287	FBgn0045192;NEST:bs24f08
FBgn0010438	3R	16204194	16205250	4	mtSSB	CG4337-RA;CG4337-PA;mitochondrial single strand binding protein;mitochondrial single-stranded DNA-binding;low power;lopo;0046/13;DmmtSSB;SSB;c3a;CG4337;mitochondrial single-stranded DNA-binding protein;SSB_DROME;dmtSSB
FBgn0040071	3R	16225651	16260329	3	tara	FBgn0010823;FBgn0011312;FBgn0038408;FBgn0063795;CG6889;l(3)jlC5;EP(3)3463;l(3)03881;5472;l(3)j1C5;anon-WO0257455.25;Tara;Taranis;TARANIS
FBgn0040237	3R	16261355	16264115	10	bor	FBgn0038409;FBgn0040482;CP89BC;CG6815;Cytoplasmic Protein 89BC;ATAD3A;dATAD3A;Bor;Belphegor
FBgn0020407	3R	16264271	16266891	3	asun	CG6814;asun;asunder;Maternal transcript 89Bb;Mat89Bb;IntS13;Asunder;ASUN;Asu;Integrator 13;Asun
FBgn0020399	3R	16267012	16268433	3	Mst89B	CG6864
FBgn0261286	3R	16268329	16272415	6	Mat89Ba	FBgn0020408;FBgn0038410;CG12785
FBgn0250823	3R	16272452	16304768	122	gish	FBgn0011253;FBgn0038411;FBgn0062017;FBgn0045173;Gilgamesh;CG6963;CKIgamma;CKIg-like;Hrr25;ms(3)89B;CKI-related;anon-WO0118547.425;CK1;Gish;NEST:bs27c08;spider;Spider;CK1[[gamma]];CK1gamma;casein kinase 1gamma;CK1-gamma
FBgn0038412	3R	16305758	16308700	2	Zip89B	ZIP3;CG6898;Zip3;dZip89B;Zinc/iron transporter-related protein 3;cg6898;dZip3;Zinc/iron regulated transporter-related protein 3;Zinc-iron transporter;dZIP89B;ZIP89B
FBgn0040271	3R	16310542	16339575	16	Sulf1	FBgn0038413;CG6725;Neu5;DSulf;Dsulf1;sulf1;sulfated;DSulf1;sulf
FBgn0264836	3R	16321838	16322189	1	CG44044	
FBgn0038414	3R	16323415	16325128	3	CG6901	
FBgn0038415	3R	16325492	16327331	4	CG17929	
FBgn0038416	3R	16327849	16329622	3	CG17930	
FBgn0283477	3R	16338943	16341988	5	SF2	FBgn0040284;FBgn0038417;FBgn0017543;SRSF1;dASF;154911_at;ASF/SF2;dSF2/ASF;ASF;dmSF2/p28;CG6987;cg6987;SF2;SRp30;dSRp30
FBgn0038418	3R	16342318	16345829	5	pad	CG10309
FBgn0038419	3R	16345825	16349226	8	CG14879	FBgn0063684;BcDNA:RE20991
FBgn0027095	3R	16349404	16350801	4	Manf	FBgn0026289;anon-EST:ParkEST188;CG7013;DmMANF;ARP-like;DmManf;Mesencephalic astrocyte-derived neurotrophic factor;MANF;Mesencephalic astrocyte-derived neurotrophic factor ortholog;manf
FBgn0038420	3R	16350786	16357015	6	CG10311	FBgn0043812;gh22794;BEST:GH22794;dmCG10311
FBgn0038421	3R	16357535	16359466	10	CG17931	FBgn0063723;BcDNA:AT19233
FBgn0259917	3R	16358144	16360108	3	CG42446	
FBgn0038422	3R	16360329	16368306	5	CG14880	
FBgn0038423	3R	16368855	16370533	6	CG10317	
FBgn0003513	3R	16374434	16403690	16	ss	spineless-aristapedia;aristapedia;AHR;SS;ssa;Ss;CG6993;Spineless;AhR
FBgn0051279	3R	16430681	16432897	16	CG31279	
FBgn0038424	3R	16432998	16434740	4	CG17565	farnesyl transferase beta;FNTB
FBgn0038425	3R	16434899	16436066	5	CG14881	
FBgn0038426	3R	16436045	16436597	2	mRpS33	CG10406;MRP-S33
FBgn0038427	3R	16436880	16441661	21	ema	CG12753-RA;CG12753-PA;CG12753;Ema
FBgn0038428	3R	16441843	16443007	4	CG14894	
FBgn0038429	3R	16443207	16445010	4	CG14882	FBgn0046757;BcDNA:SD10961
FBgn0044826	3R	16445007	16453821	3	Pak3	FBgn0038430;FBgn0062119;PaK3;DmPAK3;CG14895;D-Pak3;DPAK3;pak3;dPAK3;PAK3;anon-WO0118547.285;DPak3;dpak3;Dpak3;p21-activated kinase 3;PAK-3
FBgn0038431	3R	16454492	16455797	3	CG10405	SP155
FBgn0038432	3R	16456052	16458233	5	CG14883	
FBgn0250754	3R	16458280	16469663	7	CG42232	FBgn0038434;CG14897;FBan0014896;CG14896;FBgn0026006;FBgn0038433;clone 1.14;anon-EST:Liang-1.14;CG14896;CG14897
FBgn0027053	3R	16470099	16471406	6	CSN5	FBgn0016027;FBgn0024551;jab1/csn5;csn5;Dch5;quo;JAB1/CSN5;Csn5;JUN activation domain-binding protein-1;Jab1;l(3)L4032;DCH5;BcDNA.LD14392;COP9 complex homolog subunit 5;Drosophila COP9 signalosome homolog 5;dch5;Jun activation domain binding protein;JadBp;l(3)89Cf;l(3)M203;CH5;CG14884;BcDNA:LD14392;CSN-5;JAB1;COP9 complex subunit 5;Q9XZ58
FBgn0038435	3R	16472601	16475477	2	Gyc89Da	CG14885;GYCb;Gyc-89Da
FBgn0038436	3R	16477110	16481070	1	Gyc89Db	CG14886;Gyc-89Db
FBgn0004087	3R	16481167	16481878	3	Dhfr	DHFR;dhfr;CG14887;dihydrofolate reductase
FBgn0038437	3R	16481861	16482452	3	Sdhaf3	FBgn0047146;BcDNA:RE23580;CG14898;sdh7;dSdhaf3;Sdh7
FBgn0038439	3R	16484566	16495422	12	Cad89D	DCad89D;CG14900;CT34724;Cad89D
FBgn0038440	3R	16497817	16498959	2	Gr89a	Gr89a;CG14901;GR89a
FBgn0028381	3R	16499058	16501050	3	Decay	caspase 3;Caspase-3;caspase-3 protein;caspase-3;Decay;CG14902;Drosophila executioner caspase related to Apopain/Yama;DECAY;death executioner caspase related to Apopain/Yama;Cleaved Caspase 3;Caspase 3;Casp3;cas3;decay;Cas3;CC3;Death executioner caspase related to Apopain/Yama;CAS3;CC-3;Caspase3
FBgn0259244	3R	16502770	16571363	67	CG42342	CG42243;CG11769;FBgn0038441;CG14888;CG14889;CG14890;FBgn0250909;FBgn0038442;FBgn0038443;FBgn0038444;CG11769;CG42243;CG14888;CG14889;CG14890
FBgn0038445	3R	16571515	16573158	1	CG14891	FBXL13
FBgn0038446	3R	16573179	16573752	2	CG14903	
FBgn0020907	3R	16574543	16583663	4	Scp2	FBgn0025677;Calexcitin;dSCP2;cex;CE;JHDK;SCP2;Cex Ca2+-sensing low molecular weight;Drosophila Ca[2+]-binding protein A.2;Dcabp-A.2;Ca2+-sensing low molecular weight GTPase;Cex;CG14904
FBgn0038447	3R	16594414	16597241	4	CG14892	SP175
FBgn0027562	3R	16597073	16604861	7	CG10345	BcDNA;BcDNA:GH08773
FBgn0027109	3R	16609220	16611325	6	NPF	dnpf;NPF;Dm-NPF;NPF-A2;NPF-A1;NPF89D3;dNPF;NP-PP;CG10342;Drm-NPF;npf;Npf;neuropeptide F;Neuropeptide F;long neuropeptide F;neuropeptide-F;NPY-like neuropeptide F;DmNPF;Neuropeptide F 1
FBgn0038448	3R	16611419	16613400	10	CG12783	
FBgn0022344	3R	16613398	16614391	2	CG10340	anon2A5;anon-fast-evolving-2A5;anon-EST:fe2A5
FBgn0038449	3R	16615309	16617154	4	CG17562	
FBgn0038450	3R	16617950	16619878	5	CG17560	CT38785
FBgn0038451	3R	16620778	16622702	5	CG14893	CT34717
FBgn0038452	3R	16622735	16624717	5	CG14905	
FBgn0285925	3R	16625238	16639771	92	Fas1	FBgn0262742;FBgn0000634;FBgn0026839;FBgn0086555;FBgn0086344;CG6588;Fasciclin I;fas1;fasciclin I;DROFASI;FasI;Fas I;fasI;DROFAS;DROFAS1;fas-I;gasI;fas I;Fasciclin-1;MRE24;mRNA-like ncRNA in embryogenesis 24;FGM222E05
FBgn0038453	3R	16643605	16645171	6	Arl6IP1	CG10326
FBgn0038454	3R	16645072	16647004	3	CG10324	
FBgn0015019	3R	16647605	16649978	5	CCT3	Cctg;CG8977;Y;geneY;predicted gene Y;chaperonin-containing t-complex protein-1 gamma subunit like;CCTgamma-like;Cctgamma;cct-gamma;cctgamma;Tcp-1-gamma;Cct-gamma;TCPG_DROME;Cct3;Tcp-1gamma;TCP-1 Subunit 3gamma;Tcp1-gamma;vine;cctg;CCT-gamma protein;CCTgamma;TCP1-gamma
FBgn0015351	3R	16649981	16651157	1	CG14906	open reading frame 2;ORF2;anon-89Eb
FBgn0038455	3R	16651217	16652319	1	CG14907	
FBgn0051217	3R	16652446	16655662	6	modSP	FBgn0013291;FBgn0015294;SP172;SP53;Ser89E;W;X;CT28389;predicted gene W;low density lipoprotein receptor-like 'a' repeats;predicted gene X;Serine protease-like;LDL;Serine protease like 89E;CG10100;CG17557;Ldlr;ModSP;Dm-SP;CG31217
FBgn0003944	3R	16656623	16734426	10	Ubx	FBgn0024276;bithorax;Ultraabdominal;Bxl;bxd;bx;ubx;BX-C;Cbx;Ubx1b;DmUbx;DUbx;pbx;postbithorax;bithoraxoid;anterobithorax;Haltere mimic;Contrabithorax;abx;Hm;UBx;Dm Ubx;l(3)89Eb;bxl;bxd[D];bx[D];CG10388;bithorax complex;Uab;UBX;Ultabithorax;ultrabithorax;Ultarbithorax
FBgn0063261	3R	16750741	16751334	1	CG31275	FBgn0051275;late transcript;CG14908;BcDNA:GH08635
FBgn0015230	3R	16788311	16790021	1	Glut3	GLU;Glucose transporter-like;glut-l;CG3853;Glut-3
FBgn0015008	3R	16975885	16977795	2	Actn3	FBgn0038459;CG8953;acta-3;dabp;open reading frame 1;alpha-actinin-like;ORF1;alpha-actinin3;Actinin 3
FBgn0015011	3R	16978439	16982158	8	AhcyL2	AHCY;pH200;S-AHCY;AdoHcyase-like;S-adenosyl homocysteine hydrolase-like;CG8956;Adenosylhomocysteinase 89E;Ahcy89E;dAhcyL2
FBgn0038460	3R	16983510	16987732	6	CG18622	FBgn0062955;BcDNA:RH18149
FBgn0043069	3R	16988814	16990419	4	MESK4	FBgn0047207;FBgn0051447;CG31447;BcDNA:LD15753
FBgn0038461	3R	16990334	16991878	5	CG3678	RE62710p
FBgn0051274	3R	16993016	16994532	3	CG31274	FBgn0064915;CG31274-RA;CG31274-PA;CG31274-RB;CG31274-PB;FBtr0083368;FBpp0082811;FBtr0083369;FBpp0082812;BcDNA:LP05795
FBgn0038462	3R	16994542	16996071	5	CG17556	
FBgn0038463	3R	16996446	16999449	6	CG3534	
FBgn0266917	3R	16999384	17002355	7	Sf3a1	FBgn0038464;FBgn0065121;Sf3a1;SF3a120;Splicing factor 3a, subunit 1;SF3a1;lethal (3) SH146;l(3)SH146;l(2)SH3 146;CG16941;sf3a1;SF3A1
FBgn0038465	3R	17002875	17007208	12	Irc	IRC;CG8913;Peroxidase;peroxidase;immune-regulated catalase;immune-related catalase;irc
FBgn0038466	3R	17008269	17012533	13	CG8907	LP01469p
FBgn0004577	3R	17014576	17027987	17	Pxd	CG3477;Dpxd;PO;DmPO;peroxidase
FBgn0038467	3R	17018780	17021120	1	AdSL	CG3590;AdSL
FBgn0038468	3R	17028693	17030701	3	CG5225	
FBgn0051268	3R	17031802	17033515	4	CG31268	
FBgn0038469	3R	17033588	17036045	10	CG4009	
FBgn0038470	3R	17036394	17040203	15	CG18213	
FBgn0038471	3R	17040682	17041895	3	CG5220	Dm TRM7
FBgn0038472	3R	17041896	17043136	2	CG3995	
FBgn0020493	3R	17054007	17070408	6	Dad	FBgn0024521;FBgn0025250;FBgn0062662;dad;Daughters against dpp;l(3)j1E4;daughters against dpp;DAD;1883;EP(3)3196;anon-fast-evolving-1F5;anon-EST:fe1F5;EP3196;CG5201;Daughters against Dpp;daughter against dpp;Daughters against DPP;Daughter against dpp
FBgn0038473	3R	17070523	17072675	5	Ns1	ns1;Nucleostemin 1;CG3983;dmNS1;NS1;Nucleostemin ortholog 1;nucleostemin 1
FBgn0038474	3R	17072732	17073795	5	mRpS11	FBgn0063651;MRP-S11;CG5184;BcDNA:RH70248;GH1
FBgn0038475	3R	17073942	17079945	16	Keap1	CG3962;dKEAP1;KEAP1;keap1;dKeap1;dkeap1;Nrf-2;dkeap-1;DmKeap1;Keap-1;keap;keap-1
FBgn0038476	3R	17080244	17084781	2	kuk	CG5175;kuk/char;Kugelkern/Charleston;Kugelkern;char;charleston;Kuk;Kugelkem
FBgn0266465	3R	17085513	17087988	1	GckIII	FBgn0264670;FBgn0086736;FBgn0086325;FBgn0038477;STLK3;GCKIII;wheezy;CG5169;dGCKIII;germinal center kinase III;Germinal Center Kinase III;Gck III;dGckIII
FBgn0038478	3R	17088280	17091938	2	cal1	CG5148;Cal1;CLD2;CAL1;Chromosome alignment defect 1
FBgn0014141	3R	17091533	17125389	88	cher	FBgn0016063;FBgn0023208;CG3937;filamin;Filamin;Cheerio;filamin-240;Filamin-A;Filamin-1;filamin B;FLN;shi kong;sko;Fil;Cher;Filamin isoform B;joy;FLN90
FBgn0085307	3R	17120465	17120808	1	CG34278	
FBgn0261847	3R	17121577	17122087	2	CG42779	
FBgn0266454	3R	17124477	17124786	1	CG45079	
FBgn0038479	3R	17126088	17126938	1	CG17477	SPH174;chymotrypsin-type peptidase
FBgn0051269	3R	17127126	17128201	2	CG31269	FBgn0038480;SP126;CG5233
FBgn0051265	3R	17128212	17129120	1	CG31265	FBgn0038480;SP126;CG5233
FBgn0038481	3R	17129339	17130426	2	CG17475	SP131
FBgn0038482	3R	17131211	17132198	2	CG4053	SP185
FBgn0051266	3R	17132662	17133719	2	CG31266	FBgn0038483;SPH146;CG5240
FBgn0051267	3R	17134197	17135283	2	CG31267	FBgn0038483;SPH146;CG5240
FBgn0038484	3R	17136111	17137195	1	CG5246	FBgn0063109;SP96;BcDNA:LP06628
FBgn0038485	3R	17137893	17138865	2	CG5255	SP141
FBgn0038486	3R	17138999	17141168	1	CG5265	
FBgn0038487	3R	17141208	17142404	2	TwdlW	CG4060;Tweedle W
FBgn0264291	3R	17149667	17150455	3	Det	FBgn0259784;FBgn0042948;FBgn0038489;FBgn0083063;svn;Survivin;CG12265;scapolo;deterin;dSurvivin;scpo;det;survivin
FBgn0038490	3R	17150587	17151630	2	CG5285	
FBgn0038491	3R	17151861	17153771	1	CG5292	FBgn0061398;BcDNA:RE41712
FBgn0038492	3R	17152995	17202130	4	Mur89F	CT13556;Mur89F;CG4090
FBgn0051262	3R	17217116	17223074	24	CG31262	dSLC5A14
FBgn0265199	3R	17253581	17254129	1	CG44259	
FBgn0265197	3R	17265278	17265821	1	CG44257	
FBgn0051418	3R	17283795	17284511	1	CG31418	FBgn0038496;CG5329
FBgn0051419	3R	17284648	17285421	1	CG31419	FBgn0038496;CG5329
FBgn0038499	3R	17374833	17391337	8	Brf	FBgn0038502;FBgn0051256;BRF;TFIIIB;BRF1;CG5419;CG4155;CG31256;RNA Pol III transcription factor;brf;Brf1
FBgn0262871	3R	17379944	17390265	11	lute	CG5319;FBgn0038501;FBgn0062117;CG14333;FBgn0038500;CG5319;CG43226;anon-WO0118547.289;CG14333
FBgn0028992	3R	17391594	17393020	1	sds22	FBgn0038503;CT18355;CG5851;Sds22
FBgn0025456	3R	17393272	17394640	10	CREG	FBgn0064909;cellular repressor of E1A-stimulated genes;dCREG;CG5413;BcDNA:LP11958;creg
FBgn0085308	3R	17402362	17403288	6	CG34279	
FBgn0085309	3R	17403272	17403718	2	CG34280	
FBgn0262005	3R	17404487	17405109	3	CG42823	CG34053;FBgn0054053;FBgn0082653;CG34053;HDC14119;BP1087
FBgn0262006	3R	17406048	17406511	1	CG42824	CG34053;FBgn0054053;CG34053;HDC14119
FBgn0261932	3R	17406678	17407534	4	CG42798	
FBgn0038505	3R	17407876	17409460	1	CG17283	
FBgn0038506	3R	17409619	17410840	1	CG5860	FBgn0038506
FBgn0038507	3R	17411108	17412680	1	CG5863	
FBgn0262003	3R	17413077	17413639	3	CG42821	CG34035;FBgn0054035;FBgn0082895;BP1011;CG34035
FBgn0262004	3R	17413901	17414607	3	CG42822	CG34035;FBgn0054035;FBgn0082895;CG34035;BP1011
FBgn0038508	3R	17415739	17416505	2	CG5866	
FBgn0053333	3R	17417467	17418042	1	CG33333	
FBgn0262023	3R	17418759	17419294	1	CG42834	
FBgn0262024	3R	17420638	17420989	1	CG42835	
FBgn0038509	3R	17421690	17422202	1	CG14332	
FBgn0038511	3R	17425768	17446499	10	cysu	Cysu;Q9VEJ9;CG5873
FBgn0264899	3R	17433991	17434430	2	CG44090	
FBgn0038510	3R	17438968	17440728	5	CG14331	
FBgn0000564	3R	17446642	17448858	6	Eh	FBgn0026855;EH;Drm-EH;eh;EHAB;DMEHAB;CG5400;eclosion hormone
FBgn0038512	3R	17455890	17456776	1	CG14330	
FBgn0261046	3R	17473935	17505667	82	Dscam3	FBgn0250794;FBgn0051190;FBgn0038513;FBgn0038514;CG31190;Dscam-like;CT33960;CG8106;CG12536
FBgn0038515	3R	17532325	17534587	4	CG5823	
FBgn0010926	3R	17535533	17539963	6	l(3)07882	FBgn0038517;CG5824
FBgn0025571	3R	17540421	17545148	11	SF1	FBgn0038518;splicing factor 1;dSF1;CG5836;cg5836;p70
FBgn0038519	3R	17545222	17546531	4	Prx3	Thioredoxin peroxidase 3;DPx-5037;CG5826;DPx5037;thioredoxin-peroxidase-3;Prx5037;Peroxiredoxin 5037;peroxiredoxin 5037;mTPx;mitochondrial peroxiredoxin;mtTPx;dPrx3;peroxiredoxin 3
FBgn0264005	3R	17558930	17569097	7	Hmx	CG18139;FBgn0038522;CG5832;CG34419;CG5829;FBgn0085448;FBgn0038521;FBgn0014858;FBgn0038520;CG43748;CG18139;CG34419;DHmx;CG5832;CG5829
FBgn0038523	3R	17594386	17595057	3	CG7587	
FBgn0003375	3R	17595362	17596112	3	Sgs5	FBgn0063132;sgs5;SGS-5;Sgs;Sgs-5;CG7596;BcDNA:LP02306;LP02306
FBgn0040565	3R	17596536	17598453	2	CG7606	
FBgn0038524	3R	17606106	17608541	8	sll	FBgn0046348;FBgn0060350;FBgn0061887;CG7623;1422/14;l(3)S142214;anon-WO0172774.85;anon-WO0118547.555;Slalom;Sll
FBgn0038525	3R	17609359	17610533	2	CG14329	
FBgn0004554	3R	17610856	17611511	3	Edg91	EDG-91;EDG91;CG7539
FBgn0085310	3R	17612887	17613404	2	CG34281	CG14328
FBgn0038526	3R	17613709	17614933	4	CG14327	FBgn0064897;BcDNA:RE25364
FBgn0038527	3R	17618281	17618799	2	CG14324	FBgn0063033;BcDNA:RE34075
FBgn0038528	3R	17619100	17619688	2	CG14326	FBgn0047154;BcDNA:RE19820
FBgn0038529	3R	17621199	17622112	1	CG14323	
FBgn0038530	3R	17625268	17626086	2	AttD	attacin;Attacin;Attacin D;Attackin;Att;CG7629;att;attD;AttacinD;attacin D;att D;attacin-D;attacinD
FBgn0038531	3R	17627127	17629012	5	CG14325	
FBgn0262794	3R	17630717	17645262	6	CG43175	
FBgn0038532	3R	17647679	17669985	24	CG14322	
FBgn0038533	3R	17669144	17670895	4	CG7523	
FBgn0000063	3R	17671271	17673828	5	Mps1	FBgn0038534;Mps1;mps1;ald;monopolar spindles 1;CG7643;TKK;dMps1;altered disjunction;Ald/Mps1;Msp1
FBgn0038535	3R	17673732	17682515	10	alt	CG18212;Q9VEH0_DROME
FBgn0038536	3R	17682669	17683773	2	CG7655	
FBgn0051251	3R	17683740	17684915	3	CG31251	FBgn0038537;CG7477;NudC-L;NudC-like
FBgn0051360	3R	17685097	17685807	2	CG31360	FBgn0063071;BcDNA:RE06652
FBgn0051249	3R	17685689	17687071	3	CG31249	FBgn0038537;Q9VEG8;CG7477
FBgn0261885	3R	17687818	17718350	31	osa	FBgn0003013;FBgn0010708;FBgn0011421;FBgn0015384;FBgn0046467;FBgn0062101;FBgn0259443;OSA;eyelid;Osa;CG7467;eye lid;eld;en(lz)4F/4H;p300;E(E2F)3C;l(3)04539;l(3)00090;l(3)j9C3;anon-WO0172774.126;anon-WO0118547.314;C819
FBgn0261987	3R	17719454	17722955	8	Pxt	FBgn0038538;FBgn0046466;FBgn0026186;pxt;Dpxt;CG7660;anon-WO0172774.128;pxd
FBgn0038539	3R	17724410	17725063	2	Atg8b	ATG8b;CG12334;Autophagy-specific gene 8b;atg8b;ATG8;Atg8B;autophagy-specific gene 8b;Atg8;autophagy related gene 8;atg8B;dAtg8b
FBgn0016650	3R	17725777	17733207	17	Lgr1	DLGR1;Fsh/CG7665;DLGR-1;TSH, FSH, LH/CG receptor;FSH-TSH;CG7665;Leu-rich repeats-containing G protein-coupled receptor;Fsh;Fsh-Tsh-like receptor;RH44949p;Glycoprotein A2/Glycoprotein B5 receptor;dLGR1;LGR1
FBgn0038540	3R	17733598	17734381	2	CG14321	
FBgn0038541	3R	17736611	17747470	16	TyrRII	FBgn0046605;FBgn0046606;TyrRIII;DmCG16766;anon-WO0170980.125;anon-WO0170980.124;CG16766;TAR3;tyrRII
FBgn0038542	3R	17750129	17763188	15	TyrR	FBgn0046504;FBgn0046505;TyrRII;DmCG7431;anon-WO0170980.83;anon-WO0170980.82;CG7431;DrmTR;TR;tyramine receptor;TAR2;tyrR;DmTAR2
FBgn0262562	3R	17768272	17794490	78	CG43102	CG7397;FBgn0038543;CG14318;FBgn0038544;CG7397;CG14318
FBgn0038545	3R	17795075	17796317	4	pasi1	dmCG7713;CG7713;pasiflora1
FBgn0038546	3R	17796376	17798304	3	CG7379	ING1
FBgn0038547	3R	17798877	17801512	10	CG17803	CG17803-RA;CG17803-PA
FBgn0038548	3R	17801542	17803260	3	CG17806	
FBgn0038549	3R	17803225	17805249	4	CG17802	
FBgn0038550	3R	17805679	17807085	4	CG17801	
FBgn0038551	3R	17807407	17809222	4	Odj	CG7357
FBgn0038552	3R	17809401	17811134	3	Alg1	CG18012;Alg1;dAlg1;B-1,4-mannosyltransferase
FBgn0261649	3R	17811541	17872507	20	tinc	FBgn0038554;FBgn0038553;FBgn0038555;FBgn0051247;FBgn0062837;CG31246;FBgn0051246;CG31247;Tincar;CG7723;CG14320;CG14319;CG31246
FBgn0053547	3R	17872748	17916578	100	Rim	CG7305;CG7301;CG7321;FBgn0038556;FBgn0038557;FBgn0038559;FBtr0083520;FBpp0082944;FBtr0083521;FBpp0082945;CG33547;Rim;UNC-10/RIM;CG7301;CG7321;RIM;CG7305;dm-Rim;DmRIM;rim;Rab3-interacting molecule;DRIM
FBgn0038558	3R	17906445	17907451	2	CG12347	
FBgn0263399	3R	17911376	17912045	2	CG43445	
FBgn0263995	3R	17919832	18018892	56	cpo	CG31243;FBgn0000363;FBgn0011025;FBgn0011358;FBgn0011368;FBgn0011405;FBgn0011416;FBgn0011503;FBgn0038560;FBgn0038561;FBgn0038562;FBgn0051243;FBgn0063288;FBgn0066121;CG42457;FBgn0259934;CPO;CG43738;CG31243;ORE-17;CG12349;CG18435;cg18435;Cpo;l(3)6015;6015;5339;3603;1824;l(3)s2336;l(3)rJ553;l(3)j9B3;l(3)j7E2;l(3)j4D4;l(3)j4A1;l(3)01432;E(sda)N;CG18434;BcDNA:AT31405;Line N;Couch potato;CG42457
FBgn0000477	3R	18019375	18021161	2	DNaseII	FBgn0038563;acid DNase;DNase;CG7780;DNase-1;dDNase II;DNase 1;DNase1;Deoxyribonuclease 1;dnaseII;dnaseII[lo]
FBgn0038564	3R	18021600	18023689	3	CG7785	CLLD6
FBgn0038565	3R	18023707	18025378	3	CG7794	FBgn0044684;anon-WO0140519.191;Tub1B
FBgn0010389	3R	18045216	18052984	1	htl	FBgn0004599;FBgn0022791;Htl;Heartless;heartless;FGF receptor;fibroblast growth factor receptor;FGFR;CG7223;i79;i100;i150;j372;EMS2;DFR1;CT39172;CT22273;HTL/FGFR1;dtk1;DmHD-38;Dfr-1;DTRK(FR1);FGF-R2;DFGF-R1;FR1;DFR1/DFGF-R2;DFGF-R2;DFR-1;FGFR2;DPR3;Fibroblast growth factor receptor 1;Tk1;HD-38;Fr1;Dtk1;Dfr1;Fibroblast growth factor receptor
FBgn0038566	3R	18081048	18082583	1	CG14317	FBgn0046341;anon-WO0172774.95
FBgn0003499	3R	18090803	18135583	14	sr	FBgn0010828;FBgn0026215;Stripe;Striped;Sr;l(3)06948;l(3)06948b;l(3)03999;CG7847;SrB;StripeB;stripe;STRIPE
FBgn0038567	3R	18152120	18153640	2	CG14316	
FBgn0038568	3R	18158701	18159471	1	CG14315	
FBgn0038569	3R	18161392	18164397	6	CG7218	
FBgn0022943	3R	18164661	18165439	3	Cbp20	CG12357;CBP20;cbp20
FBgn0038570	3R	18165442	18167273	4	Prx5	CG32920;FBgn0052920;FBtr0083620;FBpp0083040;FBtr0083621;FBpp0083041;FBtr0083622;FBpp0083042;CG32920;CG7217;dprx5;peroxiredoxin 5;dPrx5;CG 7217;CG 32920;dPrxV;Peroxiredoxin V;prx5;CG3292
FBgn0038571	3R	18165442	18167273	4	CG7215	CG32920;FBgn0052920;FBtr0083620;FBpp0083040;FBtr0083621;FBpp0083041;FBtr0083622;FBpp0083042;CG32920
FBgn0042693	3R	18167757	18180049	65	wrd	FBgn0038572;FBgn0038573;FBgn0047274;FBgn0062021;wrd;CG7913;B56-1;PP2A B' subunit;PP2A;CG7901;i234;B'/PR61;PP2A B';dPP2A,B';BcDNA:GM05554;anon-WO0118547.420;dPP2A;PP2A-B;Protein phosphatase 2A regulatory B subunit;dB56-1;protein phosphatase 2A;well-rounded;regulatory B' subunit of PP2A;protein phosphatase 2A-B';PP2A-B';CG 7913;well rounded;PP2A B' regulatory subunit;PP2A[B'-1];Wrd;pp2A-B';dPP2A-B56-1;protein phosphatase 2A B';Well Rounded;B';Well rounded
FBgn0261532	3R	18179275	18183479	16	cdm	FBgn0038574;FBgn0067650;3R23;CG7212;importin 13;imp13;complementation group 5;sd-5;CG 7212;Imp13;Importin 13;Cadmus;importin-13;Importin-13;importin beta;Cdm
FBgn0038575	3R	18183656	18185715	6	CG7208	CG7208-RA;CG7208-PA;CG7208-RB;CG7208-PB;FBtr0083617;FBpp0083037;FBtr0083618;FBpp0083038;CG 7208
FBgn0038576	3R	18185498	18187875	3	Arp5	CG7940;dArp5
FBgn0038577	3R	18187805	18188707	1	CG12321	
FBgn0038578	3R	18189072	18191265	3	MED17	FBgn0011035;Trap80;Med17;Mediator;TRAP80;dTRAP80;p70;dTRAP80/SRB4;l(3)s2956;dTrap80;CG7957
FBgn0038579	3R	18191244	18191967	2	CG14313	
FBgn0011481	3R	18192494	18199595	4	Ssdp	FBgn0038580;CG7187;ssdp;l(3)neo48;Sequence-specific single-strand DNA-binding protein
FBgn0028499	3R	18199857	18215001	2	CG7985	BcDNA:GH04120
FBgn0265041	3R	18208779	18209282	1	CG44158	
FBgn0038581	3R	18216142	18218014	5	CG14314	
FBgn0038583	3R	18218147	18220699	2	CG7183	
FBgn0038582	3R	18220526	18221473	2	CG7988	
FBgn0038584	3R	18221522	18223682	4	mTerf5	D-MTERF5;CG7175
FBgn0038585	3R	18223722	18224942	3	Non3	CG7993;Non3
FBgn0038586	3R	18224902	18226082	1	CG7168	
