CDS_name	CDS_loc	length	gene_name
RpL10Ab-PA	3L:join(11822886..11822890,11823200..11823355,11823658..11824150);	654	RpL10Ab
RpL10Ab-PF	3L:join(11822886..11822890,11823200..11823368);	174	RpL10Ab
CG7264-PA	3L:join(11829435..11829560,11829617..11830636);	1146	CG7264
Sprn-PB	3L:join(11879221..11880163,11880221..11880676,11880728..11881017);	1689	Sprn
Sprn-PC	3L:join(11879221..11879455,11879510..11880163,11880221..11880676,11880728..11881017);	1635	Sprn
Sprn-PE	3L:join(11879221..11879455,11879510..11880163,11880221..11881017);	1686	Sprn
Sprn-PF	3L:join(11879221..11880163,11880221..11881017);	1740	Sprn
CCDC151-PA	3L:join(11881384..11881453,11881512..11881954,11882036..11882730,11882783..11883035,11883094..11883349,11883419..11883546);	1845	CCDC151
CG11588-PA	3L:11921616..11922428;	813	CG11588
byn-PB	3L:join(11932006..11932346,11933274..11933394,11933528..11933671,11933740..11934538,11934965..11935349,11935428..11935731);	2094	byn
byn-PC	3L:join(11932006..11932346,11933274..11933394,11933528..11933671,11933740..11934538,11934965..11935349,11935396..11935405);	1800	byn
Rpt4R-PA	3L:join(11942104..11942721,11942794..11943372);	1197	Rpt4R
CG7252-PA	3L:join(11947722..11947743,11947804..11949206);	1425	CG7252
CG17826-PA	3L:join(11949873..11949900,11949959..11952186);	2256	CG17826
CG7248-PA	3L:join(11954245..11954251,11954339..11956722);	2391	CG7248
CG14125-PA	3L:join(11974922..11974928,11974996..11975759);	771	CG14125
CG14125-PB	3L:join(11974922..11974928,11974975..11975759);	792	CG14125
CG6938-PB	3L:join(11985974..11986151,11986218..11986399,11986459..11987409,11987468..11987613,11987685..11988265,11988322..11988539,11988598..11988762,11988831..11989184,11989247..11989346,11989413..11989809,11989866..11989956,11990018..11990344);	3690	CG6938
CG6938-PC	3L:join(11985974..11986151,11986218..11986399,11986459..11987409,11987468..11987613,11987685..11988265,11988322..11988539,11988598..11988762,11988831..11989184,11989247..11989346,11989413..11989809,11989866..11989956,11990018..11990392);	3738	CG6938
CG6931-PA	3L:join(11990783..11990855,11990917..11991084,11991142..11991410,11991483..11991845);	873	CG6931
CG6928-PB	3L:join(12005265..12005858,12005917..12006192,12006494..12007166,12007221..12007400,12007616..12007731);	1839	CG6928
CG6928-PC	3L:join(12005265..12005858,12005917..12006192,12006494..12007166,12007221..12007400,12007494..12007510);	1740	CG6928
CG6793-PA	3L:join(12042410..12043051,12043113..12044165);	1695	CG6793
rols-PB	3L:complement(join(12008498..12008815,12008879..12012231,12012428..12012730,12012931..12013408,12027022..12027161,12028696..12028878,12060981..12061908));	5703	rols
rols-PD	3L:complement(join(12008498..12008815,12008879..12012231,12012931..12013408,12027022..12027161,12028696..12028878,12055194..12055431));	4710	rols
rols-PE	3L:complement(join(12008498..12008815,12008879..12012231,12012428..12012730,12012931..12013408,12027022..12027161,12028696..12028878,12055194..12055431));	5013	rols
rols-PF	3L:complement(join(12008498..12008815,12008879..12012231,12012428..12012730,12012931..12013405,12027022..12027161,12028696..12028878,12055194..12055431));	5010	rols
rols-PG	3L:complement(join(12008498..12008815,12008879..12012231,12012931..12013408,12027022..12027161,12028696..12028878,12060981..12061908));	5400	rols
rols-PH	3L:complement(join(12008498..12008815,12008879..12012231,12012931..12013405,12027022..12027161,12028696..12028878,12055194..12055431));	4707	rols
rols-PI	3L:complement(join(12008498..12008815,12008879..12012231,12012931..12013405,12027022..12027161,12028696..12028878,12060981..12061908));	5397	rols
Pop2-PC	3L:complement(join(11998871..11998996,12000273..12000690,12000750..12001087));	882	Pop2
Pop2-PA	3L:complement(join(11998871..11998996,12000273..12000690,12000750..12001090,12002586..12002594));	894	Pop2
Pop2-PD	3L:complement(join(11999955..12000690,12000750..12001087));	1074	Pop2
Pop2-PE	3L:complement(join(11999955..12000690,12000750..12001090,12002586..12002594));	1086	Pop2
Grip163-PA	3L:complement(join(11993753..11994002,11994065..11996325,11996384..11996748,11996810..11996963,11997025..11998050));	4056	Grip163
viaf-PA	3L:complement(join(11992153..11992869,11993039..11993044));	723	viaf
Muc68E-PA	3L:complement(11967580..11972979);	5400	Muc68E
prc-PB	3L:complement(join(11959122..11959893,11960264..11960389,11960454..11960994,11961049..11964351,11964408..11964572,11964635..11964738,11964805..11964863,11965106..11965177));	5142	prc
CG11570-PC	3L:complement(join(11956814..11957518,11957580..11957662,11957724..11957724));	789	CG11570
obst-G-PA	3L:complement(join(11952399..11953172,11953228..11953293));	840	obst
CG5883-PA	3L:complement(join(11943716..11944728,11944796..11944802));	1020	CG5883
SdhAL-PA	3L:complement(11922736..11924691);	1956	SdhAL
CG5897-PC	3L:complement(join(11887885..11888909,11888962..11888968));	1032	CG5897
CG5906-PA	3L:complement(11870647..11871237);	591	CG5906
CG12521-PA	3L:complement(11847514..11847714);	201	CG12521
CycA-PA	3L:complement(join(11827652..11827805,11827870..11828117,11828188..11828392,11828461..11828684,11831727..11831982,11832053..11832246,11832874..11833068));	1476	CycA
CycA-PC	3L:complement(join(11827652..11827805,11827870..11828117,11828188..11828392,11828461..11828684,11831727..11831982,11832053..11832243,11832874..11833068));	1473	CycA
CG32095-PA	3L:complement(11824297..11825586);	1290	CG32095
CG5946-PB	3L:complement(join(11817144..11817316,11818088..11818187,11818254..11818907,11821834..11821857));	951	CG5946
CG5946-PA	3L:complement(join(11817144..11817316,11818088..11818187,11818254..11818907,11819821..11819835));	942	CG5946
CG5946-PC	3L:complement(join(11817480..11817652,11818088..11818187,11818254..11818907,11819821..11819835));	942	CG5946
CG5946-PD	3L:complement(join(11817480..11817652,11818088..11818187,11818254..11818907,11821834..11821857));	951	CG5946
CG5946-PE	3L:complement(join(11818074..11818187,11818254..11818907,11821834..11821857));	792	CG5946
CG5946-PG	3L:complement(join(11817480..11817694,11818088..11818187,11818254..11818907,11821834..11821857));	993	CG5946
CG11597-PA	3L:complement(11820479..11821432);	954	CG11597
CG10361-PA	3L:complement(join(11799019..11799176,11799239..11800100,11800162..11800358,11800719..11800755));	1254	CG10361
CG5964-PA	3L:complement(join(11790278..11791733,11791799..11793129));	2787	CG5964
Pi3K68D-PC	3L:complement(join(11775724..11775903,11775964..11776113,11776176..11776267,11776330..11776526,11780678..11780878,11780936..11781328,11781391..11781827,11781884..11782129,11782224..11782863,11782928..11783498,11783560..11784193,11784255..11784343,11784402..11785115,11787058..11787110,11787179..11788212));	5631	Pi3K68D
Pi3K68D-PB	3L:complement(join(11786626..11786639,11787058..11787110,11787179..11788212));	1101	Pi3K68D
Tim13-PA	3L:complement(11774134..11774412);	279	Tim13
Vha16-3-PA	3L:11473408..11473884;	477	Vha16
Vha16-2-PA	3L:11474998..11475474;	477	Vha16
CG33500-PA	3L:11508637..11508903;	267	CG33500
Sgs7-PA	3L:join(11509896..11509923,11509990..11510186);	225	Sgs7
Sgs3-PA	3L:join(11512235..11512262,11512336..11513231);	924	Sgs3
CG7512-PB	3L:join(11514864..11515013,11517095..11517403,11517474..11517552,11517609..11518376,11518447..11518763);	1623	CG7512
CG7394-PA	3L:join(11562735..11562737,11562861..11563100,11563303..11563416);	357	CG7394
CG7394-PB	3L:join(11562828..11563100,11563303..11563416);	387	CG7394
CG7377-PA	3L:11589695..11589979;	285	CG7377
CG7368-PC	3L:join(11602723..11603254,11603339..11603490,11603561..11604469);	1593	CG7368
PCID2-PA	3L:11626480..11627667;	1188	PCID2
CG18815-PA	3L:join(11628454..11628501,11628563..11628594,11628961..11629504,11629581..11629607);	651	CG18815
CG18815-PD	3L:join(11628454..11628501,11628563..11628594,11628961..11629504,11629581..11629598,11630230..11630253);	666	CG18815
CG18815-PE	3L:join(11628454..11628501,11628563..11628594,11628961..11629504,11629581..11629598,11630467..11630523);	699	CG18815
CG32091-PB	3L:join(11635101..11635191,11640068..11640197,11640657..11641195,11641261..11641773,11641833..11642089,11642152..11642493);	1872	CG32091
CG7339-PA	3L:join(11648841..11648951,11649009..11649491,11649551..11649679);	723	CG7339
TfIIEalpha-PA	3L:join(11682312..11683407,11683476..11683669);	1290	TfIIEalpha
Sugb-PE	3L:join(11684582..11684645,11686070..11686208,11686725..11687559,11687623..11688090,11688152..11688338,11689108..11689181);	1767	Sugb
Sugb-PC	3L:join(11684582..11684645,11686070..11686208,11686725..11687559,11687623..11688090,11688152..11688460);	1815	Sugb
Sugb-PF	3L:join(11684582..11684645,11686070..11686208,11686725..11687559,11687623..11688090,11688152..11688344,11689108..11689181);	1773	Sugb
CG14135-PB	3L:join(11691694..11691838,11691900..11692359,11692422..11692566,11692618..11692635);	768	CG14135
CG14135-PC	3L:join(11691694..11691838,11691900..11692359,11692422..11692596);	780	CG14135
Bmcp-PA	3L:join(11721125..11721191,11721317..11721464,11722005..11722418,11722472..11722532,11722589..11722810);	912	Bmcp
CG32087-PA	3L:11732224..11733447;	1224	CG32087
Gr68a-PA	3L:11751305..11752474;	1170	Gr68a
CG6024-PC	3L:complement(join(11737066..11737283,11737349..11737507,11737586..11737708,11737785..11737929,11743806..11744029,11759626..11759896));	1140	CG6024
CG14132-PB	3L:complement(join(11712603..11712859,11715023..11715122));	357	CG14132
crim-PA	3L:complement(join(11710674..11710951,11711008..11711148,11711221..11711278));	477	crim
CG11658-PA	3L:complement(join(11700697..11701173,11701238..11701419,11701482..11701771,11707305..11707411));	1056	CG11658
Dnai2-PB	3L:complement(join(11697243..11697261,11697342..11697565,11697625..11697862,11697918..11698096,11698156..11699226));	1731	Dnai2
Dnai2-PC	3L:complement(join(11697212..11697261,11697346..11697565,11697625..11697862,11697918..11698096,11698156..11699226));	1758	Dnai2
Dph1-PA	3L:complement(join(11694146..11694745,11694810..11695574));	1365	Dph1
Pldn-PB	3L:complement(join(11690013..11690108,11690226..11690312,11690897..11690981,11691040..11691249,11691308..11691333));	504	Pldn
CG32085-PA	3L:complement(join(11650970..11651267,11653918..11654113,11668195..11668312,11668432..11668605,11674268..11675482));	2001	CG32085
RIOK1-PA	3L:complement(join(11646422..11646799,11646861..11648180,11648240..11648299));	1758	RIOK1
CG6071-PA	3L:complement(join(11642943..11643192,11643258..11643946,11644016..11645378,11645447..11646033));	2889	CG6071
CG6083-PA	3L:complement(join(11624726..11624780,11624851..11625552,11625617..11625759,11625916..11625984));	969	CG6083
Muc68Ca-PA	3L:complement(11610665..11620072);	9408	Muc68Ca
CG14137-PA	3L:complement(11599636..11599947);	312	CG14137
CG33268-PA	3L:complement(11590938..11591222);	285	CG33268
rt-PA	3L:complement(join(11584291..11585012,11585072..11585851,11585943..11586505,11586737..11587332));	2661	rt
CG32086-PA	3L:complement(join(11582442..11583216,11583268..11583444,11583510..11584033));	1476	CG32086
CG32086-PB	3L:complement(join(11582442..11583168,11583268..11583444,11583510..11584033));	1428	CG32086
CG33269-PA	3L:complement(11581850..11582116);	267	CG33269
CG33270-PA	3L:complement(11578287..11578553);	267	CG33270
CG33271-PA	3L:complement(11577169..11577435);	267	CG33271
CG33272-PA	3L:complement(11510323..11510589);	267	CG33272
Sgs8-PA	3L:complement(join(11509059..11509258,11509328..11509355));	228	Sgs8
CG7616-PA	3L:join(11170135..11170149,11170210..11171046,11171130..11171295,11171362..11171708,11171775..11172083);	1674	CG7616
CG14142-PB	3L:join(11173575..11173631,11173695..11173909,11173980..11174148,11174546..11174611,11174686..11174756,11174872..11175025,11175088..11175159,11175296..11175835);	1344	CG14142
CG14142-PC	3L:join(11173575..11173631,11173695..11173909,11173980..11174148,11174546..11174830);	726	CG14142
CG14142-PD	3L:join(11173575..11173631,11173695..11173909,11173980..11174148,11174546..11174611,11174686..11174760);	582	CG14142
CG7607-PA	3L:join(11199677..11199767,11199825..11199928,11199982..11200063,11200131..11200198,11200253..11200328,11200398..11200480);	504	CG7607
CG14141-PA	3L:join(11201463..11201642,11201696..11202004);	489	CG14141
CG7600-PA	3L:join(11210937..11212761,11212819..11213780);	2787	CG7600
scyl-PA	3L:join(11252891..11252960,11253703..11254475);	843	scyl
CG7573-PB	3L:join(11311797..11312054,11312128..11312451,11312507..11313358);	1434	CG7573
CG11726-PA	3L:11394771..11395646;	876	CG11726
CG7560-PA	3L:join(11425182..11425689,11425754..11425854,11425922..11426362);	1050	CG7560
CG7557-PA	3L:join(11445299..11445676,11445740..11446429);	1068	CG7557
CG7557-PB	3L:join(11445299..11445511,11445569..11445676,11445740..11446429);	1011	CG7557
CG7551-PB	3L:11458560..11459528;	969	CG7551
Fum3-PA	3L:complement(join(11463768..11464027,11464083..11465091,11465164..11465307));	1413	Fum3
CG12289-PA	3L:complement(11457156..11458292);	1137	CG12289
CG6149-PB	3L:complement(11434757..11435461);	705	CG6149
CG6163-PA	3L:complement(join(11362605..11363086,11363277..11363918,11364609..11364771));	1287	CG6163
CG6168-PB	3L:complement(11320691..11321719);	1029	CG6168
CG6175-PB	3L:complement(join(11288851..11289654,11291038..11291109,11293788..11294588));	1677	CG6175
CG6175-PD	3L:complement(join(11288851..11289654,11291038..11291109,11291336..11291368,11293788..11294588));	1710	CG6175
Ir68a-PA	3L:complement(join(11233020..11233273,11233334..11233535,11233968..11234121,11234184..11234758,11234848..11235116,11235214..11235347,11235412..11235938));	2115	Ir68a
Ir68a-PB	3L:complement(join(11233020..11233273,11233337..11233535,11233968..11234121,11234184..11234758,11234848..11235116,11235214..11235347,11235412..11235938));	2112	Ir68a
Ube3a-PA	3L:complement(join(11206797..11207135,11207198..11207690,11207757..11207938,11208005..11208559,11208625..11208866,11208929..11209731,11209836..11210090,11210154..11210206));	2922	Ube3a
Plod-PA	3L:complement(join(11198426..11198710,11198770..11199204,11199266..11199392,11202215..11202340,11202400..11202501,11202622..11202875,11202943..11203474,11203533..11203672,11204905..11204990,11205734..11205812));	2166	Plod
Cpr67Fa1-PA	3L:join(10890049..10890060,10890218..10890610);	405	Cpr67Fa1
Cpr67Fa2-PA	3L:join(10891768..10891779,10892018..10892410);	405	Cpr67Fa2
Cpr67Fb-PA	3L:join(10894191..10894202,10894267..10894623);	369	Cpr67Fb
CG14147-PA	3L:join(10972738..10972743,10972812..10973267);	462	CG14147
Fad2-PA	3L:11023539..11024606;	1068	Fad2
CG32079-PB	3L:join(11025561..11025643,11025698..11025751,11025814..11025964,11026024..11026145,11026200..11026426,11026486..11026616,11026665..11026843,11026906..11027332);	1374	CG32079
CG32081-PA	3L:join(11027605..11027618,11027670..11027714,11027772..11027922,11027984..11028466,11028539..11028717,11028777..11029320);	1416	CG32081
CG7888-PB	3L:join(11057179..11057185,11057554..11057707,11057766..11057952,11058015..11058640,11058701..11058876,11058945..11059100,11059159..11059250);	1398	CG7888
CG7888-PC	3L:join(11057556..11057707,11057766..11057952,11058015..11058640,11058701..11058876,11058945..11059100,11059159..11059250);	1389	CG7888
Blos2-PA	3L:11061639..11062118;	480	Blos2
SuUR-PA	3L:join(11065395..11065722,11065830..11066029,11066096..11066274,11066361..11068542);	2889	SuUR
CG7839-PA	3L:join(11074861..11075589,11075655..11075769,11075829..11077403,11077463..11078326,11078398..11078639);	3525	CG7839
CG12522-PA	3L:11108263..11108676;	414	CG12522
CG7638-PA	3L:join(11109837..11109839,11110030..11110404,11110505..11110800,11110862..11111119,11111188..11111362,11111425..11111688,11111745..11111864);	1491	CG7638
mRpL2-PA	3L:join(11120941..11121406,11121563..11121981);	885	mRpL2
nol-PA	3L:11130870..11131262;	393	nol
CG14143-PA	3L:11134997..11135341;	345	CG14143
IRSp53-PA	3L:join(11151513..11151557,11158139..11158214,11158342..11158425,11158505..11158566,11158629..11158826,11158920..11158985,11159297..11159563,11159759..11159981,11160047..11160726,11160781..11160932,11161472..11162849);	3231	IRSp53
IRSp53-PB	3L:join(11151513..11151557,11158139..11158214,11158342..11158425,11158505..11158566,11158629..11158826,11158920..11158985,11159297..11159563,11159759..11159981,11160047..11160726,11160781..11160932,11163384..11163423);	1893	IRSp53
IRSp53-PE	3L:join(11151513..11151557,11158139..11158214,11158342..11158425,11158505..11158566,11158629..11158826,11158920..11158985,11159297..11159563,11159759..11159981,11160047..11160726,11160781..11160932,11163555..11163642);	1941	IRSp53
IRSp53-PD	3L:join(11151513..11151557,11158139..11158214,11158342..11158425,11158505..11158566,11158629..11158826,11158920..11158985,11159297..11159563,11159759..11159981,11160047..11160726,11160781..11160932,11163387..11163423);	1890	IRSp53
Alg10-PA	3L:join(11165076..11165228,11165286..11165756,11165821..11166546);	1350	Alg10
wls-PA	3L:complement(join(11167229..11167608,11167819..11167914,11168137..11169445));	1785	wls
